"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
876,"Why we need the explorers","Brian Cox","physicist",NA,2010-04-19,2010-06-03,"TEDSalon London 2010","en","https://www.ted.com/talks/brian_cox_why_we_need_the_explorers/",1,34,228,989,33,1,1616851,288697,"Science & Technology",1020,48,4267,4.95550394058
877,"How to engineer a viral music video","Adam Sadowsky","creative entrepreneur",NA,2010-04-13,2010-06-04,"TEDxUSC","en","https://www.ted.com/talks/adam_sadowsky_how_to_engineer_a_viral_music_video/",1,33,142,868,33,1,1059130,29564,"Music",688,12,327,4.85840702057
878,"The lost art of democratic debate","Michael Sandel","political philosopher",NA,2010-02-11,2010-06-07,"TED2010","en","https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate/",1,32,393,1182,32,1,1160672,262131,"News & Politics",1334,62,2675,4.90938997269
879,"How poachers became caretakers","John Kasaona","conservationist",NA,2010-02-10,2010-06-08,"TED2010","en","https://www.ted.com/talks/john_kasaona_how_poachers_became_caretakers/",1,23,86,946,23,1,327406,22387,"Nonprofits & Activism",1195,9,307,4.88607597351
880,"Sweat the small stuff","Rory Sutherland","advertising guru",NA,2010-04-19,2010-06-09,"TEDSalon London 2010","en","https://www.ted.com/talks/rory_sutherland_sweat_the_small_stuff/",1,30,491,757,30,1,1056987,135731,"Science & Technology",1006,26,1550,4.93401002884
883,"How architecture helped music evolve","David Byrne","musician","artist",2010-02-12,2010-06-11,"TED2010","en","https://www.ted.com/talks/david_byrne_how_architecture_helped_music_evolve/",1,30,149,960,30,1,1231159,396832,"Music",991,82,2089,4.84891748428
884,"The pattern behind self-deception","Michael Shermer","skeptic",NA,2010-02-10,2010-06-14,"TED2010","en","https://www.ted.com/talks/michael_shermer_the_pattern_behind_self_deception/",1,35,837,1141,34,1,2428958,548022,"People & Blogs",1172,249,6167,4.84476327896
885,"How YouTube thinks about copyright","Margaret Gould Stewart","user experience master",NA,2010-02-10,2010-06-15,"TED2010","en","https://www.ted.com/talks/margaret_gould_stewart_how_youtube_thinks_about_copyright/",1,36,223,345,35,1,777079,104324,"Science & Technology",376,436,1002,3.78720450401
886,"The intriguing sound of marine mammals","Peter Tyack","behavioral ecologist",NA,2010-04-15,2010-06-16,"Mission Blue Voyage","en","https://www.ted.com/talks/peter_tyack_the_intriguing_sound_of_marine_mammals/",1,22,62,1280,22,1,428470,26781,"Science & Technology",1357,8,319,4.90214061737
887,"Let's raise kids to be entrepreneurs","Cameron Herold","entrepreneur",NA,2010-03-13,2010-06-17,"TEDxEdmonton","en","https://www.ted.com/talks/cameron_herold_let_s_raise_kids_to_be_entrepreneurs/",1,34,683,1284,34,1,1579033,174615,"Education",1328,165,1808,4.66548395157
888,"Fighting cancer with dance","Ananda Shankar Jayant","dancer and choreographer",NA,2009-11-12,2010-06-18,"TEDIndia 2009","en","https://www.ted.com/talks/ananda_shankar_jayant_fighting_cancer_with_dance/",1,31,155,967,31,1,587639,26436,"Education",1216,46,167,4.13615036011
889,"Measuring what makes life worthwhile","Chip Conley","hospitality entrepreneur","author",2010-02-12,2010-06-21,"TED2010","en","https://www.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile/",1,34,363,1059,34,1,2785058,137971,"People & Blogs",1309,112,1150,4.64500808716
891,"Intricate beauty by design","Marian Bantjes","designer","illustrator",2010-02-12,2010-06-22,"TED2010","en","https://www.ted.com/talks/marian_bantjes_intricate_beauty_by_design/",1,25,135,988,24,1,629753,36067,"People & Blogs",1140,173,363,3.70895528793
892,"Education innovation in the slums","Charles Leadbeater","innovation consultant",NA,2010-04-25,2010-06-23,"TEDSalon London 2010","en","https://www.ted.com/talks/charles_leadbeater_education_innovation_in_the_slums/",1,29,147,1138,29,1,772299,71023,"Education",1169,26,504,4.80377340317
893,"A second opinion on developmental disorders","Aditi Shankardass","neuroscientist",NA,2009-11-11,2010-06-24,"TEDIndia 2009","en","https://www.ted.com/talks/aditi_shankardass_a_second_opinion_on_developmental_disorders/",1,44,287,541,43,1,957087,53756,"Science & Technology",589,10,766,4.94845342636
896,"How cognitive surplus will change the world","Clay Shirky","social media theorist",NA,2010-06-22,2010-06-28,"TED@Cannes","en","https://www.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world/",1,30,294,787,30,1,954924,98663,"Science & Technology",818,34,909,4.85577964783
898,"Retrofitting suburbia","Ellen Dunham-Jones","architect",NA,2010-01-26,2010-06-29,"TEDxAtlanta","en","https://www.ted.com/talks/ellen_dunham_jones_retrofitting_suburbia/",1,22,118,1163,22,1,668454,28643,"Science & Technology",1194,56,274,4.32121229172
900,"A 3D atlas of the universe","Carter Emmart","scientist","artist",2010-02-11,2010-07-01,"TED2010","en","https://www.ted.com/talks/carter_emmart_a_3d_atlas_of_the_universe/",1,35,179,417,35,1,1678493,121719,"Science & Technology",448,27,1345,4.92128276825
901,"Don't build your home, grow it!","Mitchell Joachim","architect","designer",2010-02-12,2010-07-02,"TED2010","en","https://www.ted.com/talks/mitchell_joachim_don_t_build_your_home_grow_it/",1,49,254,176,48,1,1332785,69963,"Science & Technology",329,82,635,4.54253816605
909,"Fractals and the art of roughness","Benoit Mandelbrot","mathematician",NA,2010-02-12,2010-07-06,"TED2010","en","https://www.ted.com/talks/benoit_mandelbrot_fractals_and_the_art_of_roughness/",1,29,127,1029,29,1,1212079,225546,"Science & Technology",1279,35,2429,4.94318199158
910,"Obesity + hunger = 1 global food issue","Ellen Gustafson","social entrepreneur",NA,2010-05-07,2010-07-07,"TEDxEast","en","https://www.ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue/",1,29,296,675,28,1,664485,45760,"Nonprofits & Activism",585,71,455,4.46007585526
911,"Life science in prison","Nalini Nadkarni","tree researcher",NA,2010-02-11,2010-07-08,"TED2010","en","https://www.ted.com/talks/nalini_nadkarni_life_science_in_prison/",1,32,150,307,32,1,426610,22124,"Science & Technology",337,196,278,3.34599161148
912,"Global population growth, box by box","Hans Rosling","global health expert; data visionary",NA,2010-06-21,2010-07-09,"TED@Cannes","en","https://www.ted.com/talks/hans_rosling_global_population_growth_box_by_box/",1,47,607,604,46,1,2934262,827676,"News & Politics",616,220,5860,4.85526323318
914,"The oil spill's unseen villains -- and victims","Carl Safina","ecologist","writer",2010-06-28,2010-07-12,"TEDxOilSpill","en","https://www.ted.com/talks/carl_safina_the_oil_spill_s_unseen_villains_and_victims/",1,29,368,1195,28,1,594725,76969,"Science & Technology",1226,42,971,4.83415603638
915,"When ideas have sex","Matt Ridley","rational optimist",NA,2010-07-13,2010-07-14,"TEDGlobal 2010","en","https://www.ted.com/talks/matt_ridley_when_ideas_have_sex/",1,34,459,986,34,1,2156157,260134,"Science & Technology",998,83,2455,4.86918830872
916,"Listening to global voices","Ethan Zuckerman","blogger","digital visionary",2010-07-14,2010-07-15,"TEDGlobal 2010","en","https://www.ted.com/talks/ethan_zuckerman_listening_to_global_voices/",1,26,141,1185,26,1,694714,42563,"Science & Technology",1200,18,464,4.85062217712
917,"The politics of fiction","Elif Shafak","novelist",NA,2010-07-14,2010-07-16,"TEDGlobal 2010","en","https://www.ted.com/talks/elif_shafak_the_politics_of_fiction/",1,34,1217,1185,33,1,1763449,221317,"Nonprofits & Activism",1216,110,2761,4.84674310684
918,"Why the world needs WikiLeaks","Julian Assange","internet activist",NA,2010-07-16,2010-07-19,"TEDGlobal 2010","en","https://www.ted.com/talks/julian_assange_why_the_world_needs_wikileaks/",1,45,926,1173,44,1,2278271,269511,"Science & Technology",1174,67,3978,4.93374538422
919,"Superheroes inspired by Islam","Naif Al-Mutawa","creator","the 99",2010-07-13,2010-07-20,"TEDGlobal 2010","en","https://www.ted.com/talks/naif_al_mutawa_superheroes_inspired_by_islam/",1,25,804,1102,25,1,819361,120373,"Entertainment",1291,519,1339,3.88266944885
920,"How we found hundreds of potential Earth-like planets","Dimitar Sasselov","astronomer",NA,2010-07-15,2010-07-21,"TEDGlobal 2010","en","https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets/",1,27,274,1110,27,1,1123482,102452,"Science & Technology",1359,38,938,4.84426212311
921,"A headset that reads your brainwaves","Tan Le","entrepreneur",NA,2010-07-16,2010-07-21,"TEDGlobal 2010","en","https://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves/",1,34,581,636,34,1,2468906,345077,"Science & Technology",827,44,2548,4.93209886551
922,"The bio-future of joint replacement","Kevin Stone","surgeon","inventor",2010-02-11,2010-07-22,"TED2010","en","https://www.ted.com/talks/kevin_stone_the_bio_future_of_joint_replacement/",1,28,113,411,28,1,486269,76992,"Science & Technology",601,23,599,4.8520898819
924,"The art of choosing","Sheena Iyengar","psycho-economist",NA,2010-07-15,2010-07-26,"TEDGlobal 2010","en","https://www.ted.com/talks/sheena_iyengar_the_art_of_choosing/",1,37,959,1448,37,1,3087856,532067,"Science & Technology",1638,195,4840,4.84508419037
926,"Wiring an interactive ocean","John Delaney","oceanographer",NA,2010-04-14,2010-07-28,"Mission Blue Voyage","en","https://www.ted.com/talks/john_delaney_wiring_an_interactive_ocean/",1,19,58,1250,19,1,332099,23891,"Science & Technology",1439,16,245,4.75478935242
928,"My mind-shifting Everest swim","Lewis Pugh","coldwater swimmer",NA,2010-07-15,2010-07-30,"TEDGlobal 2010","en","https://www.ted.com/talks/lewis_pugh_my_mind_shifting_everest_swim/",1,31,173,585,31,1,1029186,109919,"Sports",585,68,692,4.64210510254
929,"How big brands can help save biodiversity","Jason Clay","market transformer",NA,2010-07-09,2010-08-16,"TEDGlobal 2010","en","https://www.ted.com/talks/jason_clay_how_big_brands_can_help_save_biodiversity/",1,24,169,1169,23,1,431548,47534,"Nonprofits & Activism",1419,27,480,4.78698205948
930,"Our century's greatest injustice","Sheryl WuDunn","author","journalist",2010-07-15,2010-08-17,"TEDGlobal 2010","en","https://www.ted.com/talks/sheryl_wudunn_our_century_s_greatest_injustice/",1,32,538,1102,30,1,1049847,131702,"Nonprofits & Activism",1102,255,1414,4.38885545731
932,"Meet Milo, the virtual boy","Peter Molyneux","game changer",NA,2010-07-09,2010-08-18,"TEDGlobal 2010","en","https://www.ted.com/talks/peter_molyneux_meet_milo_the_virtual_boy/",1,24,207,655,24,1,734490,139848,"Science & Technology",865,263,566,3.73100113869
934,"The Axis of Evil Middle East Comedy Tour","Jamil Abu-Wardeh","producer",NA,2010-07-15,2010-08-19,"TEDGlobal 2010","en","https://www.ted.com/talks/jamil_abu_wardeh_the_axis_of_evil_middle_east_comedy_tour/",1,25,99,539,25,1,799855,206468,"Comedy",555,71,1200,4.77655410767
935,"Did you hear the one about the Iranian-American?","Maz Jobrani","comedian",NA,2010-07-16,2010-08-19,"TEDGlobal 2010","en","https://www.ted.com/talks/maz_jobrani_did_you_hear_the_one_about_the_iranian_american/",1,34,287,554,34,1,4646183,2553790,"Comedy",585,458,19997,4.91043758392
936,"The game layer on top of the world","Seth Priebatsch","entrepreneur",NA,2010-07-29,2010-08-20,"TEDxBoston 2010","en","https://www.ted.com/talks/seth_priebatsch_the_game_layer_on_top_of_the_world/",1,27,295,722,27,1,816019,95681,"Science & Technology",932,96,952,4.63358783722
937,"The beauty of data visualization","David McCandless","data journalist",NA,2010-07-09,2010-08-23,"TEDGlobal 2010","en","https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization/",1,31,285,1076,31,1,2581998,329790,"Science & Technology",1287,56,2356,4.90713119507
938,"Inside an Antarctic time machine","Robert Lee Hotz","journalist",NA,2010-07-14,2010-08-24,"TEDGlobal 2010","en","https://www.ted.com/talks/lee_hotz_inside_an_antarctic_time_machine/",1,28,236,585,27,1,592082,23136,"Science & Technology",774,36,315,4.5897436142
939,"Learning from Sherman the shark","Jim Toomey","cartoonist",NA,2010-04-12,2010-08-25,"Mission Blue Voyage","en","https://www.ted.com/talks/jim_toomey_learning_from_sherman_the_shark/",1,22,66,855,22,1,479113,30949,"Entertainment",1007,45,250,4.38983058929
940,"The political chemistry of oil","Lisa Margonelli","writer",NA,2010-06-28,2010-08-26,"TEDxOilSpill","en","https://www.ted.com/talks/lisa_margonelli_the_political_chemistry_of_oil/",1,24,175,1034,24,1,452632,17369,"Science & Technology",1085,55,264,4.31034469604
941,"What physics taught me about marketing","Dan Cobley","online marketing whiz",NA,2010-07-15,2010-08-27,"TEDGlobal 2010","en","https://www.ted.com/talks/dan_cobley_what_physics_taught_me_about_marketing/",1,37,137,458,37,1,1373377,140178,"Science & Technology",489,208,770,4.14928436279
944,"The Happy Planet Index","Nic Marks","happiness researcher",NA,2010-07-16,2010-08-30,"TEDGlobal 2010","en","https://www.ted.com/talks/nic_marks_the_happy_planet_index/",1,36,396,1009,36,1,1597719,147622,"Science & Technology",1040,61,1444,4.8378739357
945,"Let the environment guide our development","Johan Rockstrom","sustainability expert",NA,2010-07-16,2010-08-31,"TEDGlobal 2010","en","https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development/",1,25,568,1090,25,1,924806,150988,"Science & Technology",1121,59,1217,4.81504678726
946,"The technology of the heart","His Holiness the Karmapa","spiritual leader",NA,2009-11-04,2010-09-01,"TEDIndia 2009","en","https://www.ted.com/talks/his_holiness_the_karmapa_the_technology_of_the_heart/",1,29,215,1523,29,1,800001,129968,"Science & Technology",1557,230,867,4.16134929657
947,"Keep your goals to yourself","Derek Sivers","entrepreneur",NA,2010-07-15,2010-09-02,"TEDGlobal 2010","en","https://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself/",1,60,582,195,58,1,4657799,829498,"Science & Technology",226,157,8186,4.92472743988
948,"The world's oldest living things","Rachel Sussman","artist","photographer",2010-07-15,2010-09-03,"TEDGlobal 2010","en","https://www.ted.com/talks/rachel_sussman_the_world_s_oldest_living_things/",1,29,175,848,28,1,1424250,132588,"Science & Technology",860,48,1292,4.85671663284
950,"Art of substance and absence","Alwar Balasubramaniam","artist",NA,2009-11-06,2010-09-08,"TEDIndia 2009","en","https://www.ted.com/talks/alwar_balasubramaniam_art_of_substance_and_absence/",1,23,70,1011,22,1,427590,24353,"Entertainment",1041,81,138,3.52054786682
951,"An independent diplomat","Carne Ross","diplomat",NA,2009-10-10,2010-09-09,"Business Innovation Factory","en","https://www.ted.com/talks/carne_ross_an_independent_diplomat/",1,26,90,1238,26,1,343532,28899,"Nonprofits & Activism",1487,52,321,4.44235944748
958,"How social networks predict epidemics","Nicholas Christakis","physician","social scientist",2010-06-21,2010-09-16,"TED@Cannes","en","https://www.ted.com/talks/nicholas_christakis_how_social_networks_predict_epidemics/",1,28,125,1074,28,1,568761,65520,"Science & Technology",1105,51,501,4.63043498993
959,"Hurdy-gurdy for beginners","Caroline Phillips","musician",NA,2010-07-09,2010-09-17,"TEDGlobal 2010","en","https://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners/",1,33,60,341,33,1,649740,175581,"Music",531,168,1296,4.54098367691
960,"How pig parts make the world turn","Christien Meindertsma","artist",NA,2010-07-09,2010-09-20,"TEDGlobal 2010","en","https://www.ted.com/talks/christien_meindertsma_how_pig_parts_make_the_world_turn/",1,30,209,534,30,1,1157394,124307,"Science & Technology",534,33,847,4.84999990463
961,"Where good ideas come from","Steven Johnson","writer",NA,2010-07-15,2010-09-21,"TEDGlobal 2010","en","https://www.ted.com/talks/steven_johnson_where_good_ideas_come_from/",1,33,359,1065,33,1,3951683,1270097,"Science & Technology",1096,187,6751,4.8921880722
962,"Mothers helping mothers fight HIV","Mitchell Besser","hiv/aids fighter",NA,2010-07-15,2010-09-22,"TEDGlobal 2010","en","https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv/",1,21,40,1110,21,1,235221,13747,"Nonprofits & Activism",1360,11,110,4.63636350632
963,"Why I am an HIV/AIDS activist","Annie Lennox","activist","singer-songwriter",2010-07-15,2010-09-22,"TEDGlobal 2010","en","https://www.ted.com/talks/annie_lennox_why_i_am_an_hiv_aids_activist/",1,32,105,556,32,1,484254,27232,"Nonprofits & Activism",586,47,231,4.32374095917
964,"The shape-shifting future of the mobile phone","Fabian Hemmert","designer",NA,2010-02-02,2010-09-23,"TEDxBerlin","en","https://www.ted.com/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone/",1,35,159,255,35,1,875821,55662,"Science & Technology",286,169,596,4.11633968353
965,"Shh! Sound health in 8 steps","Julian Treasure","sound consultant",NA,2010-07-09,2010-09-23,"TEDGlobal 2010","en","https://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps/",1,36,229,434,35,1,1147609,95311,"Science & Technology",435,187,1083,4.41102361679
966,"The quantified self","Gary Wolf","journalist",NA,2010-06-15,2010-09-27,"TED@Cannes","en","https://www.ted.com/talks/gary_wolf_the_quantified_self/",1,33,141,310,33,1,865560,48512,"Science & Technology",311,208,257,3.2107527256
967,"I am my connectome","Sebastian Seung","computational neuroscientist",NA,2010-07-16,2010-09-28,"TEDGlobal 2010","en","https://www.ted.com/talks/sebastian_seung_i_am_my_connectome/",1,28,411,1165,28,1,942928,131998,"Science & Technology",1355,44,1743,4.90151071548
